Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
disagrees: condition,"Value 6.1 % and ISO 527-1A are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,V009458,b25,colorFabb,PLA/PHA,Elongation at break,Unstated,6.1 %,6.1 %,ISO 527-1A,"p. 1: Elongation at break Tensile, ISO 527-1A",R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
disagrees: condition,"Value 30,8 kJ/m2 is printed, but the row records Notch ""Not published"". The sheet prints ""Impact strength (Charpy), RT kJ/m2 30,8 ISO 179-1/1 eU"" - the eU suffix is unnotched, and the row above it, ""Notched impact strength (Charpy), RT kJ/m2 2,8 ISO 179-1/1 eA"", is the notched twin (recorded as Notched in V009453). The sheet publishes the notch; the row says it does not.",claude-second-read,V009454,b25,colorFabb,PLA/PHA,Charpy strength,Not applicable,"30,8 kJ/m²",30.8 kJ/m²,ISO 179-1/1,"p. 1: Impact strength (Charpy), RT kJ/m²",R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,https://ninjatek.com/wp-content/uploads/colorFabb_PLA-PHA_Printing_Filament_TDS.pdf,.cache/sources/by-sha/d92bf0040ab556fb90b6060a652c07541c7364d9dcd25a18432f941242b7b5f7.pdf,
agree,,claude-second-read,V009464,b25,colorFabb,PLA/PHA,Melting temperature,Not applicable,155 °C,155 °C,ISO 11357,"p. 1: Melting Temp. DSC, ISO 11357",R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
agree,,claude-second-read,V009446,b25,colorFabb,PLA/PHA,Tensile modulus,Unstated,2960 MPa,2.96 GPa,ISO 527,p. 1: Modulus of elasticity MPa,R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,https://ninjatek.com/wp-content/uploads/colorFabb_PLA-PHA_Printing_Filament_TDS.pdf,.cache/sources/by-sha/d92bf0040ab556fb90b6060a652c07541c7364d9dcd25a18432f941242b7b5f7.pdf,
agree,,claude-second-read,V009463,b25,colorFabb,PLA/PHA,Density,Not applicable,1.2 g/cm3,1200 kg/m³,ISO 1183,p. 1: Density ISO 1183,R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
disagrees: condition,"Value 90.4 MPa and ISO 178 are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,V009460,b25,colorFabb,PLA/PHA,Flexural strength,Unstated,90.4 MPa,90.4 MPa,ISO 178,"p. 1: Flexural Strength Flexural, ISO 178",R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
disagrees: condition,"Value 2870 MPa and ISO 178 are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,V009459,b25,colorFabb,PLA/PHA,Flexural modulus,Unstated,2870 MPa,2.87 GPa,ISO 178,"p. 1: Flexural Modulus Flexural, ISO 178",R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
agree,,claude-second-read,V009447,b25,colorFabb,PLA/PHA,Tensile strength (endpoint unspecified),Unstated,"61,5 MPa",61.5 MPa,ISO 527,p. 1: Tensile strength MPa,R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,https://ninjatek.com/wp-content/uploads/colorFabb_PLA-PHA_Printing_Filament_TDS.pdf,.cache/sources/by-sha/d92bf0040ab556fb90b6060a652c07541c7364d9dcd25a18432f941242b7b5f7.pdf,
agree,,claude-second-read,V009450,b25,colorFabb,PLA/PHA,Elongation at break,Unstated,"10,5 %",10.5 %,ISO 527,p. 1: Tensile strain at break %,R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,https://ninjatek.com/wp-content/uploads/colorFabb_PLA-PHA_Printing_Filament_TDS.pdf,.cache/sources/by-sha/d92bf0040ab556fb90b6060a652c07541c7364d9dcd25a18432f941242b7b5f7.pdf,
disagrees: condition,"Two conditions. The sheet prints ""Impact Strength Charpy Notch, ISO 179 2.6 kJ/m2"" - the method is Charpy Notch, i.e. notched - but Notch is ""Not published"". And Direction is ""Unstated"" although p. 2 Notes prints ""The specimens have been printed in XY plane"" for this 3D-printed table.",claude-second-read,V009461,b25,colorFabb,PLA/PHA,Charpy strength,Not applicable,2.6 kJ/m2,2.6 kJ/m²,ISO 179,"p. 1: Impact Strength Charpy Notch, ISO 179",R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
agree,,claude-second-read,V009445,b25,colorFabb,PLA/PHA,Density,Not applicable,"1,24 g/cm3",1240 kg/m³,3 ISO 1183,p. 1: Density g/cm3,R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,https://ninjatek.com/wp-content/uploads/colorFabb_PLA-PHA_Printing_Filament_TDS.pdf,.cache/sources/by-sha/d92bf0040ab556fb90b6060a652c07541c7364d9dcd25a18432f941242b7b5f7.pdf,
agree,,claude-second-read,V009453,b25,colorFabb,PLA/PHA,Charpy strength,Not applicable,"2,8 kJ/m²",2.8 kJ/m²,ISO 179-1/1,"p. 1: Notched impact strength (Charpy), RT kJ/m²",R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,https://ninjatek.com/wp-content/uploads/colorFabb_PLA-PHA_Printing_Filament_TDS.pdf,.cache/sources/by-sha/d92bf0040ab556fb90b6060a652c07541c7364d9dcd25a18432f941242b7b5f7.pdf,
agree,,claude-second-read,V009443,b25,Siraya Tech,Fibreheart PAHT CF (PPA based),Density,Not applicable,1.2 g/cm³,1200 kg/m³,ISO 1183,p. 1: Filament Density g/cm³,D-SIRAYA-siraya-tech-fibreheart-paht-cf-ppa-based-tds,https://siraya.tech/pages/siraya-tech-fibreheart-paht-cf-ppa-based-tds,.cache/sources/by-sha/0794df92e481cf84ae024a98507e2a840da58e5235534abf2bfd99c292d5428f.html,
disagrees: condition,"The row records Notch ""Unnotched"". The sheet prints ""Charpy Impact Charpy Notch, ISO 179 2.8 kJ/m2"" in the Injection Molded table - Charpy Notch is notched, not unnotched. The v1.0 sheet of the same product prints the same 2,8 kJ/m2 as ""Notched impact strength (Charpy), RT ... ISO 179-1/1 eA"". The recorded notch state contradicts the document.",claude-second-read,V009462,b25,colorFabb,PLA/PHA,Charpy strength,Not applicable,2.8 kJ/m2,2.8 kJ/m²,ISO 179,"p. 1: Charpy Impact Charpy Notch, ISO 179",R-COLORFABB-TDS-PLA-PHA,https://downloads.colorfabb.com/public.php/dav/files/rtfDDRCa723Xdor/Technical%20Data%20Sheets/PLA/colorFabb%20PLA-PHA/TDS_PLA-PHA.pdf,.cache/sources/by-sha/d9edb7dbfbf74ffd36e73df378554dc6889097289cbc20f5ecc753d4ae9b286f.pdf,
